"Tally","Mean_B","RE","RE_Decrease","RE_Rate","VOV","VOV_Decrease","VOV_Rate","FOM","FOM_Behavior","PDFSlope","run_id"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1000-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1000-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1010-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1010-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1020-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1020-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1030-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1030-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1040-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1040-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1050-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1050-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1060-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1060-keV"
"11","decrease","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1070-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1070-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1080-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1080-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1090-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1090-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1100-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1100-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1110-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1110-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1120-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1120-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1130-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1130-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1140-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1140-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1150-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1150-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1160-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1160-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1170-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1170-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1180-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1180-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1190-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1190-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1200-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1200-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1210-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1210-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1220-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1220-keV"
"11","decrease","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1230-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1230-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1240-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1240-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1250-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1250-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1260-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1260-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1270-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1270-keV"
"11","decrease","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1280-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1280-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1290-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1290-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1300-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1300-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1310-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1310-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1320-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1320-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1330-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1330-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1340-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1340-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1350-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1350-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1360-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1360-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1370-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1370-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1380-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1380-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1390-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1390-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1400-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1400-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1410-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1410-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1420-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1420-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1430-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1430-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1440-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1440-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1450-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1450-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1460-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1460-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1470-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1470-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1480-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1480-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1490-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1490-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1500-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1500-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1510-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1510-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1520-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1520-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1530-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1530-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1540-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1540-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1550-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1550-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1560-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1560-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1570-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1570-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1580-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1580-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1590-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1590-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1600-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1600-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1610-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1610-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1620-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1620-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1630-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1630-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1640-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1640-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1650-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1650-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1660-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1660-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1670-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1670-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1680-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1680-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1690-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1690-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1700-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1700-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1710-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1710-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1720-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1720-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1730-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1730-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1740-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1740-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1750-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1750-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1760-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1760-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1770-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1770-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1780-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1780-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1790-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1790-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","5.82","out_effTest-1800-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1800-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","5.82","out_effTest-1810-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1810-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","5.82","out_effTest-1820-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1820-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1830-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1830-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1840-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1840-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","7.20","out_effTest-1850-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1850-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","5.82","out_effTest-1860-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1860-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","5.82","out_effTest-1870-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1870-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","5.82","out_effTest-1880-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1880-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","5.82","out_effTest-1890-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1890-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","4.88","out_effTest-1900-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1900-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","4.88","out_effTest-1910-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1910-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","4.88","out_effTest-1920-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1920-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","4.88","out_effTest-1930-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1930-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","5.22","out_effTest-1940-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1940-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","5.22","out_effTest-1950-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1950-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","5.22","out_effTest-1960-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1960-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","5.22","out_effTest-1970-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1970-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","5.22","out_effTest-1980-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1980-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","5.22","out_effTest-1990-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-1990-keV"
"11","random","0.00","yes","yes","0.00","yes","yes","constant","random","5.22","out_effTest-2000-keV"
"18","random","0.00","yes","yes","0.00","yes","yes","constant","random","10.00","out_effTest-2000-keV"
